region,market,product,estate,estate_group,month,year,basis,systems
EMEAA,UK,ProcureWizard,Managed,CMH (Managed),2026-08-01,2026,Monthly,11.0
EMEAA,UK,ProcureWizard,Managed,CMH (Managed),2026-09-01,2026,Monthly,11.0
EMEAA,UK,ProcureWizard,Managed,CMH (Managed),2026-10-01,2026,Monthly,11.0
EMEAA,UK,ProcureWizard,Managed,CMH (Managed),2026-11-01,2026,Monthly,11.0
EMEAA,UK,ProcureWizard,Managed,CMH (Managed),2026-12-01,2026,Monthly,11.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2023-12-01,2023,Year End,0.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2024-12-01,2024,Year End,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2025-12-01,2025,Year End,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-01-01,2026,Monthly,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-02-01,2026,Monthly,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-03-01,2026,Monthly,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-04-01,2026,Monthly,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-05-01,2026,Monthly,18.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-06-01,2026,Monthly,26.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-07-01,2026,Monthly,26.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-08-01,2026,Monthly,26.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-09-01,2026,Monthly,26.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-10-01,2026,Monthly,26.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-11-01,2026,Monthly,26.0
EMEAA,UK,ProcureWizard,Franchised,Franchise,2026-12-01,2026,Monthly,28.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2023-12-01,2023,Year End,5.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2024-12-01,2024,Year End,3.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2025-12-01,2025,Year End,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-01-01,2026,Monthly,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-02-01,2026,Monthly,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-03-01,2026,Monthly,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-04-01,2026,Monthly,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-05-01,2026,Monthly,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-06-01,2026,Monthly,8.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-07-01,2026,Monthly,9.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-08-01,2026,Monthly,9.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-09-01,2026,Monthly,9.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-10-01,2026,Monthly,9.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-11-01,2026,Monthly,9.0
EMEAA,France,BS Flex,Managed,CMH (Managed),2026-12-01,2026,Monthly,9.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2023-12-01,2023,Year End,8.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2024-12-01,2024,Year End,7.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2025-12-01,2025,Year End,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-01-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-02-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-03-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-04-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-05-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-06-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-07-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-08-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-09-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-10-01,2026,Monthly,15.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-11-01,2026,Monthly,16.0
EMEAA,Other Europe,BS Flex,Managed,CMH (Managed),2026-12-01,2026,Monthly,16.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,1.0
EMEAA,Germany,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,1.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,4.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,4.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,4.0
EMEAA,Other Europe,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,4.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,13.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,14.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,15.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,15.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,15.0
EMEAA,UAE,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,19.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,31.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,32.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,32.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,32.0
EMEAA,KSA,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,32.0
EMEAA,India,Prologic,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,India,Prologic,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,India,Prologic,Managed,CMH (Managed),2025-12-01,2025,Year End,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-01-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-02-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-03-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-04-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-05-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-06-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-07-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-08-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-09-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-10-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-11-01,2026,Monthly,44.0
EMEAA,India,Prologic,Managed,CMH (Managed),2026-12-01,2026,Monthly,44.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,33.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,33.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,33.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,34.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2023-12-01,2023,Year End,0.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2024-12-01,2024,Year End,0.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2025-12-01,2025,Year End,8.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-01-01,2026,Monthly,6.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-02-01,2026,Monthly,6.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-03-01,2026,Monthly,6.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-04-01,2026,Monthly,6.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-05-01,2026,Monthly,6.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-06-01,2026,Monthly,7.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-07-01,2026,Monthly,7.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-08-01,2026,Monthly,7.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-09-01,2026,Monthly,7.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-10-01,2026,Monthly,7.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-11-01,2026,Monthly,7.0
EMEAA,Australia,FutureLog,Franchised,Franchise,2026-12-01,2026,Monthly,7.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,0.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,8.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,8.0
EMEAA,NZ,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,8.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2023-12-01,2023,Year End,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2024-12-01,2024,Year End,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2025-12-01,2025,Year End,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-01-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-02-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-03-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-04-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-05-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-06-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-07-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-08-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-09-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-10-01,2026,Monthly,0.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-11-01,2026,Monthly,1.0
EMEAA,Japan,FutureLog,Managed,CMH (Managed),2026-12-01,2026,Monthly,1.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2023-12-01,2023,Year End,89.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2024-12-01,2024,Year End,89.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2025-12-01,2025,Year End,89.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-01-01,2026,Monthly,111.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-02-01,2026,Monthly,111.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-03-01,2026,Monthly,110.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-04-01,2026,Monthly,110.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-05-01,2026,Monthly,110.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-06-01,2026,Monthly,111.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-07-01,2026,Monthly,111.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-08-01,2026,Monthly,111.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-09-01,2026,Monthly,111.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-10-01,2026,Monthly,103.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-11-01,2026,Monthly,103.0
EMEAA,Other EAPAC,PurchasePlus,Managed,CMH (Managed),2026-12-01,2026,Monthly,103.0
GC,GC,PICC,Managed,CMH (Managed),2023-12-01,2023,Year End,180.0
GC,GC,PICC,Managed,CMH (Managed),2024-12-01,2024,Year End,220.0
GC,GC,PICC,Managed,CMH (Managed),2025-12-01,2025,Year End,257.0
GC,GC,PICC,Managed,CMH (Managed),2026-01-01,2026,Monthly,257.0
GC,GC,PICC,Managed,CMH (Managed),2026-02-01,2026,Monthly,257.0
GC,GC,PICC,Managed,CMH (Managed),2026-03-01,2026,Monthly,257.0
